gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
26006,A Girl's Ride in Iceland,"Alec-Tweedie, Mrs. (Ethel)",31731,en,NA,Public domain in the USA.,TRUE
26007,From Paris to New York by Land,"De Windt, Harry",3779,en,NA,Public domain in the USA.,TRUE
26008,Hydriatic treatment of Scarlet Fever in its Different Forms,"Munde, Charles",31737,en,NA,Public domain in the USA.,TRUE
26009,Adventures of a Young Naturalist,"Biart, Lucien",7750,en,NA,Public domain in the USA.,TRUE
26010,Valley of the Croen,"Tarbell, Lee",31734,en,Science Fiction,Public domain in the USA.,TRUE
26011,The Prairie Mother,"Stringer, Arthur",8183,en,NA,Public domain in the USA.,TRUE
26012,"Punch, or the London Charivari, Vol. 147, August 5th, 1914",Various,116,en,Punch,Public domain in the USA.,TRUE
26013,"Northern Nut Growers Association Report of the Proceedings at the 41st Annual Meeting
Pleasant Valley, New York, August 28, 29 and 30, 1950",NA,NA,en,Northern Nut Growers Association,Public domain in the USA.,TRUE
26014,"Practical Taxidermy
A manual of instruction to the amateur in collecting, preserving, and setting up natural history specimens of all kinds. To which is added a chapter upon the pictorial arrangement of museums. With additional instructions in modelling and artistic taxidermy.","Browne, Montagu",31738,en,Crafts/Animals-Wild-Trapping,Public domain in the USA.,TRUE
26015,A Christmas Posy,"Molesworth, Mrs.",2147,en,NA,Public domain in the USA.,TRUE
26016,"The Young Outlaw; or, Adrift in the Streets","Alger, Horatio, Jr.",168,en,NA,Public domain in the USA.,TRUE
26018,Granny's Wonderful Chair,"Browne, Frances",31739,en,NA,Public domain in the USA.,TRUE
26019,Europa's Fairy Book,"Jacobs, Joseph",2470,en,NA,Public domain in the USA.,TRUE
26020,"Apis Mellifica; or, The Poison of the Honey-Bee, Considered as a Therapeutic Agent","Wolf, C. W.",31742,en,NA,Public domain in the USA.,TRUE
26021,"Sioux Indian Courts
An address delivered by Doane Robinson before the South Dakota Bar Association, at Pierre, South Dakota, January 21, 1909","Robinson, Doane",31743,en,Native America,Public domain in the USA.,TRUE
26022,"The American Missionary — Volume 50, No. 01, January, 1896",Various,116,en,The American Missionary,Public domain in the USA.,TRUE
26023,The League of Nations and Its Problems: Three Lectures,"Oppenheim, L. (Lassa)",25139,en,NA,Public domain in the USA.,TRUE
26024,Marge Askinforit,"Pain, Barry",26030,en,NA,Public domain in the USA.,TRUE
26026,"The Surrender of Santiago
An Account of the Historic Surrender of Santiago to General
Shafter, July 17, 1898","Norris, Frank",103,en,NA,Public domain in the USA.,TRUE
26029,"Printing and the Renaissance
A paper read before the Fortnightly Club of Rochester, New York","Slater, John Rothwell",31746,en,NA,Public domain in the USA.,TRUE
26030,The Automobilist Abroad,"Mansfield, M. F. (Milburg Francisco)",31606,en,Transportation,Public domain in the USA.,TRUE
26031,"Memoirs and Correspondence of Admiral Lord de Saumarez, Vol. I","Ross, John, Sir",31748,en,NA,Public domain in the USA.,TRUE
26032,"American Cookery
November, 1921",Various,116,en,Cookbooks and Cooking,Public domain in the USA.,TRUE
26033,How I Know God Answers Prayer: The Personal Testimony of One Life-Time,"Goforth, Rosalind",31749,en,NA,Public domain in the USA.,TRUE
26034,"Grey Town
An Australian Story","Baldwin, Gerald",31753,en,Australia,Public domain in the USA.,TRUE
26035,"Religion and Theology: A Sermon for the Times
Preached in the Parish Church of Crathie, fifth September and in the College Church, St Andrews","Tulloch, John",31750,en,NA,Public domain in the USA.,TRUE
26036,"The Sylvan Cabin: A Centenary Ode on the Birth of Lincoln, and Other Verse","Jones, Edward Smyth",25201,en,NA,Public domain in the USA.,TRUE
26037,Shepp's Photographs of the World,NA,NA,en,NA,Public domain in the USA.,TRUE
26038,Drawings and Pharmacy in Al-Zahrawi's 10th-Century Surgical Treatise,"Hamarneh, Sami Khalaf",31754,en,NA,Public domain in the USA.,TRUE
26039,The Gold Thread: A Story for the Young,"Macleod, Norman",4453,en,NA,Public domain in the USA.,TRUE
26040,"Log-book of Timothy Boardman
Kept on Board the Privateer Oliver Cromwell, During a Cruise from New London, Ct., to Charleston, S. C., and Return, in 1778; Also, a Biographical Sketch of the Author.","Boardman, Timothy",31763,en,NA,Public domain in the USA.,TRUE
26041,"Aunt Jo's Scrap Bag, Volume 1","Alcott, Louisa May",102,en,NA,Public domain in the USA.,TRUE
26042,An Introduction to the History of Western Europe,"Robinson, James Harvey",31757,en,NA,Public domain in the USA.,TRUE
26043,"Sam's Chance, and How He Improved It","Alger, Horatio, Jr.",168,en,NA,Public domain in the USA.,TRUE
26044,"Peter and Jane; Or, The Missing Heir","Macnaughtan, S. (Sarah)",31758,en,NA,Public domain in the USA.,TRUE
26045,The Light of Scarthey: A Romance,"Castle, Egerton",4570,en,NA,Public domain in the USA.,TRUE
26046,"Bird Stories from Burroughs
Sketches of Bird Life Taken from the Works of John Burroughs","Burroughs, John",1127,en,Animals-Wild-Birds,Public domain in the USA.,TRUE
26047,"The Atlantic Monthly, Volume 15, No. 87, January, 1865
A Magazine of Literature, Art, and Politics",Various,116,en,The Atlantic Monthly,Public domain in the USA.,TRUE
26048,Some Reminiscences of old Victoria,"Fawcett, Edgar",31759,en,NA,Public domain in the USA.,TRUE
26049,Stand By! Naval Sketches and Stories,"Dorling, H. Taprell (Henry Taprell)",31760,en,NA,Public domain in the USA.,TRUE
26050,"A Description of Millenium Hall
And the Country Adjacent Together with the Characters of the Inhabitants and Such Historical Anecdotes and Reflections As May Excite in the Reader Proper Sentiments of Humanity, and Lead the Mind to the Love of Virtue","Scott, Sarah",31761,en,NA,Public domain in the USA.,TRUE
26051,Bolshevism: A Curse & Danger to the Workers,"Lee, H. W. (Henry William)",31762,en,NA,Public domain in the USA.,TRUE
26052,James B. Eads,"How, Louis",2753,en,NA,Public domain in the USA.,TRUE
26053,This Giddy Globe,"Herford, Oliver",24852,en,NA,Public domain in the USA.,TRUE
26054,"A Color Notation
A measured color system, based on the three qualities Hue, Value and Chroma","Munsell, A. H. (Albert Henry)",31764,en,NA,Public domain in the USA.,TRUE
26056,"A booke called the Foundacion of Rhetorike
because all other partes of Rhetorike are grounded thereupon, euery parte sette forthe in an Oracion vpon questions, verie profitable to bee knowen and redde","Rainolde, Richard",31766,en,NA,Public domain in the USA.,TRUE
26057,Marjorie,"McCarthy, Justin H. (Justin Huntly)",25862,en,NA,Public domain in the USA.,TRUE
26058,The Starvation Treatment of Diabetes,NA,NA,en,NA,Public domain in the USA.,TRUE
26059,"The Ascent of Denali (Mount McKinley)
A Narrative of the First Complete Ascent of the Highest
Peak in North America","Stuck, Hudson",25611,en,Travel,Public domain in the USA.,TRUE
26060,Complete Version of ye Three Blind Mice,"Ivimey, John W. (John William)",31770,en,NA,Public domain in the USA.,TRUE
26061,The Gold Girl,"Hendryx, James B. (James Beardsley)",6523,en,NA,Public domain in the USA.,TRUE
26062,Thoughts on Missions,"Dibble, Sheldon",31772,en,NA,Public domain in the USA.,TRUE
26063,A Coin of Edward VII: A Detective Story,"Hume, Fergus",1057,en,NA,Public domain in the USA.,TRUE
26064,"Problems of Expansion
As Considered in Papers and Addresses","Reid, Whitelaw",31773,en,NA,Public domain in the USA.,TRUE
26065,"Hugh, Bishop of Lincoln
A Short Story of One of the Makers of Mediaeval England","Marson, Charles L. (Charles Latimer)",31774,en,NA,Public domain in the USA.,TRUE
26066,The Cosmic Express,"Williamson, Jack",31775,en,Science Fiction,Public domain in the USA.,TRUE
26067,"The Life of Thomas, Lord Cochrane, Tenth Earl of Dundonald, Vol. II",NA,NA,en,NA,Public domain in the USA.,TRUE
26068,The Bath Tatting Book,Anonymous,216,en,Crafts/Technology,Public domain in the USA.,TRUE
26069,"Robert Toombs
Statesman, Speaker, Soldier, Sage","Stovall, Pleasant A.",31778,en,NA,Public domain in the USA.,TRUE
26070,Chinese Folk-Lore Tales,"Macgowan, J. (John)",31779,en,NA,Public domain in the USA.,TRUE
26071,"Religion and Lust
or, The Psychical Correlation of Religious Emotion and Sexual Desire","Weir, James, Jr.",24805,en,NA,Public domain in the USA.,TRUE
26072,Scotch Loch-Fishing,"Senior, William",25810,en,NA,Public domain in the USA.,TRUE
26073,"The Metamorphoses of Ovid, Books VIII-XV",Ovid,2868,en,Best Books Ever Listings,Public domain in the USA.,TRUE
26074,Great Testimony against scientific cruelty,"Coleridge, Stephen",5218,en,NA,Public domain in the USA.,TRUE
26075,The Erie Train Boy,"Alger, Horatio, Jr.",168,en,NA,Public domain in the USA.,TRUE
26076,"Birds from Coahuila, Mexico","Urban, Emil K.",31781,en,Natural History/Animals-Wild-Birds,Public domain in the USA.,TRUE
26077,"The Continental Monthly, Vol. 3 No 2,  February 1863
Devoted To Literature And National Policy",Various,116,en,Continental Monthly,Public domain in the USA.,TRUE
26079,"The American Missionary — Volume 52, No. 03, September, 1898",Various,116,en,The American Missionary,Public domain in the USA.,TRUE
26080,Skinner's Dress Suit,"Dodge, Henry Irving",31782,en,NA,Public domain in the USA.,TRUE
26081,"Fighting the Traffic in Young Girls; Or, War on the White Slave Trade",NA,NA,en,NA,Public domain in the USA.,TRUE
26083,Luke Walton,"Alger, Horatio, Jr.",168,en,NA,Public domain in the USA.,TRUE
26084,"Parks for the People
Proceedings of a Public Meeting held at Faneuil Hall, June 7, 1876",Various,116,en,NA,Public domain in the USA.,TRUE
26085,Robin Redbreast: A Story for Girls,"Molesworth, Mrs.",2147,en,NA,Public domain in the USA.,TRUE
26086,Wilmot and Tilley,"Hannay, James",31785,en,NA,Public domain in the USA.,TRUE
26087,Paul the Courageous,"Quiller-Couch, Mabel",5320,en,NA,Public domain in the USA.,TRUE
26088,A Son of Hagar: A Romance of Our Time,"Caine, Hall, Sir",591,en,NA,Public domain in the USA.,TRUE
26089,"Punch, or the London Charivari, Vol. 93, September 24, 1887",Various,116,en,Punch,Public domain in the USA.,TRUE
26090,Condemned as a Nihilist: A Story of Escape from Siberia,"Henty, G. A. (George Alfred)",1032,en,NA,Public domain in the USA.,TRUE
26093,The Memory of Mars,"Jones, Raymond F.",25386,en,Science Fiction,Public domain in the USA.,TRUE
26094,Hebrew Heroes: A Tale Founded on Jewish History,A. L. O. E.,31385,en,NA,Public domain in the USA.,TRUE
26095,The Athenian Constitution,Aristotle,2747,en,NA,Public domain in the USA.,TRUE
26097,"Submission to Divine Providence in the Death of Children
Recommended and inforced, in a sermon preached at
Northampton, on the death of a very amiable and hopeful
child, about five years old","Doddridge, Philip",3904,en,NA,Public domain in the USA.,TRUE
26098,Happy Days,"Milne, A. A. (Alan Alexander)",730,en,NA,Public domain in the USA.,TRUE
26104,That Scholarship Boy,"Leslie, Emma",8498,en,NA,Public domain in the USA.,TRUE
26105,"The Oaths, Signs, Ceremonies and Objects of the Ku-Klux-Klan.
A Full Expose. By A Late Member",Anonymous,216,en,NA,Public domain in the USA.,TRUE
26106,"U.S. Patent 4,293,314: Gelled Fuel-Air Explosive
October 6, 1981.","Stull, Bertram O.",31799,en,NA,Public domain in the USA.,TRUE
26107,Maxims for Revolutionists,"Shaw, Bernard",467,en,NA,Public domain in the USA.,TRUE
26108,Revolutionist's Handbook and Pocket Companion,"Shaw, Bernard",467,en,NA,Public domain in the USA.,TRUE
26109,Hail to the Chief,"Garrett, Randall",25267,en,Science Fiction,Public domain in the USA.,TRUE
26111,"In A New World; or, Among The Gold Fields Of Australia","Alger, Horatio, Jr.",168,en,Australia,Public domain in the USA.,TRUE
26112,A Tar-Heel Baron,"Smith, Mabell S. C. (Mabell Shippie Clarke)",6118,en,NA,Public domain in the USA.,TRUE
26113,Handbook of Wool Knitting and Crochet,Anonymous,216,en,Crafts/Technology,Public domain in the USA.,TRUE
26114,Church Cooperation in Community Life,"Vogt, Paul L. (Paul Leroy)",31802,en,NA,Public domain in the USA.,TRUE
26115,A Small Boy and Others,"James, Henry",113,en,NA,Public domain in the USA.,TRUE
26116,"The Art of Angling
Wherein are discovered many rare secrets, very necessary to be knowne by all that delight in that recreation","Barker, Thomas, active 1651",31803,en,NA,Public domain in the USA.,TRUE
26117,"Sketches of the Fair Sex, in All Parts of the World.
To which are added rules for determining the precise figure, the degree of beauty, the habits, and the age of women, notwithstanding the aids and disguise of dress.",Anonymous,216,en,Sociology,Public domain in the USA.,TRUE
26119,"Punch, or the London Charivari, Volume 147, August 12, 1914",Various,116,en,Punch,Public domain in the USA.,TRUE
26120,Chats on Old Lace and Needlework,"Lowes, Emily Leigh",31804,en,Crafts/Technology,Public domain in the USA.,TRUE
26121,"Notes and Queries, Number 33,  June 15, 1850",Various,116,en,Notes and Queries,Public domain in the USA.,TRUE
26122,Five Little Peppers at School,"Sidney, Margaret",307,en,NA,Public domain in the USA.,TRUE
26123,"An Essay on Slavery and Abolitionism
With reference to the duty of American females","Beecher, Catharine Esther",2109,en,NA,Public domain in the USA.,TRUE
26125,Hoodie,"Molesworth, Mrs.",2147,en,NA,Public domain in the USA.,TRUE
26126,A Poor Man's House,"Reynolds, Stephen Sydney",31807,en,NA,Public domain in the USA.,TRUE
26128,"The Writer, Volume VI, April 1892.
A Monthly Magazine to Interest and Help All Literary Workers",Various,116,en,The Writer,Public domain in the USA.,TRUE
26129,John Hus: A brief story of the life of a martyr,"Dallmann, William",31811,en,NA,Public domain in the USA.,TRUE
26130,Stories of the Saints by Candle-Light,"Barclay, Vera C. (Vera Charlesworth)",31812,en,NA,Public domain in the USA.,TRUE
26131,James Watt,"Carnegie, Andrew",2029,en,Famous Scots Series,Public domain in the USA.,TRUE
26132,"The Apple-Tree
The Open Country Books—No. 1","Bailey, L. H. (Liberty Hyde)",3089,en,NA,Public domain in the USA.,TRUE
26133,"Trial of Duncan Terig, alias Clerk, and Alexander Bane Macdonald
for the Murder of Arthur Davis, Sergeant in General Guise's
Regiment of Foot","Scott, Walter",59,en,NA,Public domain in the USA.,TRUE
26134,The Last Twelve Verses of the Gospel According to S. Mark,"Burgon, John William",9738,en,NA,Public domain in the USA.,TRUE
26135,Love at Paddington,"Ridge, W. Pett (William Pett)",6773,en,NA,Public domain in the USA.,TRUE
26136,"The Worship of the Church
and The Beauty of Holiness","Regester, J. A. (Jacob Asbury)",31816,en,NA,Public domain in the USA.,TRUE
26137,"Starlight Ranch, and Other Stories of Army Life on the Frontier","King, Charles",6787,en,NA,Public domain in the USA.,TRUE
26138,"In the Flash Ranging Service
Observations of an American Soldier During His Service With the A.E.F. in France","Trueblood, Edward Alva",31817,en,NA,Public domain in the USA.,TRUE
26139,Ontario Teachers' Manuals: Nature Study,Ontario. Department of Education,7260,en,NA,Public domain in the USA.,TRUE
26140,Security,"Kenyon, Ernest M.",31818,en,Science Fiction,Public domain in the USA.,TRUE
26142,Peat and its Uses as Fertilizer and Fuel,"Johnson, Samuel W. (Samuel William)",31821,en,NA,Public domain in the USA.,TRUE
26144,The Unicorn from the Stars and Other Plays,NA,NA,en,NA,Public domain in the USA.,TRUE
26145,The Tell El Amarna Period,"Niebuhr, Carl",31823,en,NA,Public domain in the USA.,TRUE
26146,Charles Frohman: Manager and Man,NA,NA,en,NA,Public domain in the USA.,TRUE
26149,Left Guard Gilbert,"Barbour, Ralph Henry",2067,en,NA,Public domain in the USA.,TRUE
26150,The Proverbs of Scotland,"Hislop, Alexander",31827,en,NA,Public domain in the USA.,TRUE
26151,The Tapestry Book,"Candee, Helen Churchill",31830,en,Crafts,Public domain in the USA.,TRUE
26152,"Characteristics of Women: Moral, Poetical, and Historical","Jameson, Mrs. (Anna)",7772,en,NA,Public domain in the USA.,TRUE
26153,The Last of the Legions and Other Tales of Long Ago,"Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE
26154,The Joyous Adventures of Aristide Pujol,"Locke, William John",1324,en,NA,Public domain in the USA.,TRUE
26155,"Two Wonderful Detectives; Or, Jack and Gil's Marvelous Skill",Old Sleuth,1747,en,NA,Public domain in the USA.,TRUE
26156,"Hopes and Fears
or, scenes from the life of a spinster","Yonge, Charlotte M. (Charlotte Mary)",945,en,NA,Public domain in the USA.,TRUE
26157,"Three Hats
A Farcical Comedy in Three Acts","Shirley, Arthur",31833,en,NA,Public domain in the USA.,TRUE
26158,Seed Dispersal,"Beal, W. J. (William James)",31834,en,NA,Public domain in the USA.,TRUE
26159,"Past and Present
Thomas Carlyle's Collected Works, Vol. XIII.","Carlyle, Thomas",523,en,NA,Public domain in the USA.,TRUE
26160,"Dave Porter and His Rivals; or, The Chums and Foes of Oak Hall","Stratemeyer, Edward",1626,en,NA,Public domain in the USA.,TRUE
26162,Peking Dust,"La Motte, Ellen N. (Ellen Newbold)",8965,en,NA,Public domain in the USA.,TRUE
26163,Creative Evolution,"Bergson, Henri",1462,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
26164,Child-Land: Picture-Pages for the Little Ones,NA,NA,en,NA,Public domain in the USA.,TRUE
26165,Lady Luck,"Wiley, Hugh",31841,en,NA,Public domain in the USA.,TRUE
26167,A Short Account of King's College Chapel,"Littlechild, Walter Poole",31842,en,NA,Public domain in the USA.,TRUE
26168,The Success Machine,"Slesar, Henry",28398,en,Science Fiction,Public domain in the USA.,TRUE
26170,"Diaries of Sir Moses and Lady Montefiore, Volume 1 (of 2)
Comprising Their Life and Work as Recorded in Their Diaries, from 1812 to 1883",NA,NA,en,NA,Public domain in the USA.,TRUE
26172,"Union and Communion; or, Thoughts on the Song of Solomon","Taylor, James Hudson",25841,en,NA,Public domain in the USA.,TRUE
26173,The Stephens Family: A Genealogy of the Descendants of Joshua Stevens,"Stephens, Bascom Asbury Cecil",31847,en,NA,Public domain in the USA.,TRUE
26174,The Machine That Saved The World,"Leinster, Murray",7321,en,Science Fiction,Public domain in the USA.,TRUE
26175,"A Successful Shadow; Or, A Detective's Successful Quest",Old Sleuth,1747,en,NA,Public domain in the USA.,TRUE
26176,The Secret House,"Wallace, Edgar",999,en,NA,Public domain in the USA.,TRUE
26177,The Book of Stories for the Story-teller,"Coe, Fanny E.",31849,en,NA,Public domain in the USA.,TRUE
26178,"The Mirror of Taste, and Dramatic Censor, Vol. I, No. 3, March 1810",NA,NA,en,"The Mirror of Taste, and Dramatic Censor",Public domain in the USA.,TRUE
26180,Mother America,"McClatchie, Sam",31851,en,Science Fiction,Public domain in the USA.,TRUE
26181,"Stories of Siegfried, Told to the Children","Macgregor, Mary",53586,en,NA,Public domain in the USA.,TRUE
26182,"The Rover Boys on the Plains; Or, The Mystery of Red Rock Ranch","Stratemeyer, Edward",1626,en,NA,Public domain in the USA.,TRUE
26183,"Laurence Sterne in Germany
A Contribution to the Study of the Literary Relations of
England and Germany in the Eighteenth Century","Hewett-Thayer, Harvey W. (Harvey Waterman)",31854,en,NA,Public domain in the USA.,TRUE
26184,Simple Sabotage Field Manual,United States. Office of Strategic Services,31855,en,NA,Public domain in the USA.,TRUE
26185,"Lippincott's Magazine, November 1885",Various,116,en,Lippincott's Magazine,Public domain in the USA.,TRUE
26186,When the Birds Begin to Sing,"Graham, Winifred (Matilda Winifred Muriel)",31856,en,NA,Public domain in the USA.,TRUE
26187,The Gentle Art of Cooking Wives,"Worthington, Elizabeth Strong",31857,en,NA,Public domain in the USA.,TRUE
26189,A Spoil of Office: A Story of the Modern West,"Garland, Hamlin",1034,en,NA,Public domain in the USA.,TRUE
26190,A Choice of Miracles,"Cox, James A.",31858,en,Science Fiction,Public domain in the USA.,TRUE
26191,Citadel,"Budrys, Algis",25613,en,Science Fiction,Public domain in the USA.,TRUE
26192,"A Handbook of the Cornish Language
chiefly in its latest stages with some account of its history and literature","Jenner, Henry",31859,en,NA,Public domain in the USA.,TRUE
26193,"The Rover Boys in Southern Waters; or, The Deserted Steam Yacht","Stratemeyer, Edward",1626,en,NA,Public domain in the USA.,TRUE
26194,The Grain Ship,"Robertson, Morgan",25902,en,NA,Public domain in the USA.,TRUE
26195,"The American Missionary — Volume 48, No. 07, July, 1894",Various,116,en,The American Missionary,Public domain in the USA.,TRUE
26196,"The International Magazine, Volume 2, No. 3, February, 1851",Various,116,en,"The International Magazine of Literature, Art, and Science",Public domain in the USA.,TRUE
26197,The Nursery Rhyme Book,NA,NA,en,NA,Public domain in the USA.,TRUE
26198,"South Africa and the Transvaal War, Vol. 2 (of 8)
From the Commencement of the War to the Battle of Colenso, 15th Dec. 1899","Creswicke, Louis",25997,en,Boer War,Public domain in the USA.,TRUE
26199,Fables of John Gay (Somewhat Altered),NA,NA,en,NA,Public domain in the USA.,TRUE
26204,"A Letter from the Lord Bishop of London, to the Clergy and People of London and Westminster; On Occasion of the Late Earthquakes","Sherlock, Thomas",1808,en,NA,Public domain in the USA.,TRUE
26205,"Next Door, Next World","Locke, Robert Donald",31862,en,Science Fiction,Public domain in the USA.,TRUE
26206,Pandemic,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction,Public domain in the USA.,TRUE
26207,In Our Town,"White, William Allen",1822,en,NA,Public domain in the USA.,TRUE
26208,Three Little Cousins,"Blanchard, Amy Ella",8406,en,NA,Public domain in the USA.,TRUE
26209,The Golden Age Cook Book,"Dwight, Henrietta Latham",31866,en,Cookbooks and Cooking,Public domain in the USA.,TRUE
26210,How to Cook Husbands,"Worthington, Elizabeth Strong",31857,en,NA,Public domain in the USA.,TRUE
26215,The Little Colonel's Christmas Vacation,"Johnston, Annie F. (Annie Fellows)",3050,en,NA,Public domain in the USA.,TRUE
26216,The Son of Monte-Cristo,"Lermina, Jules",7273,en,NA,Public domain in the USA.,TRUE
26217,"The Loyalist
A Story of the American Revolution","Barrett, James Francis",31869,en,NA,Public domain in the USA.,TRUE
26218,The Young Oarsmen of Lakeview,"Stratemeyer, Edward",1626,en,NA,Public domain in the USA.,TRUE
26232,Sunny Boy in the Country,"White, Ramy Allison",7681,en,NA,Public domain in the USA.,TRUE
26233,The Indifference of Juliet,"Richmond, Grace S. (Grace Smith)",2216,en,NA,Public domain in the USA.,TRUE
26234,Far Past the Frontier,"Braden, James A. (James Andrew)",31876,en,NA,Public domain in the USA.,TRUE
26235,The Mistress of Shenstone,"Barclay, Florence L. (Florence Louisa)",1253,en,NA,Public domain in the USA.,TRUE
26236,"Vixen, Volume I.","Braddon, M. E. (Mary Elizabeth)",2957,en,NA,Public domain in the USA.,TRUE
26237,"Vixen, Volume II.","Braddon, M. E. (Mary Elizabeth)",2957,en,NA,Public domain in the USA.,TRUE
26238,"Vixen, Volume III.","Braddon, M. E. (Mary Elizabeth)",2957,en,NA,Public domain in the USA.,TRUE
26239,The Forester's Daughter: A Romance of the Bear-Tooth Range,"Garland, Hamlin",1034,en,NA,Public domain in the USA.,TRUE
26240,The Clansman: An Historical Romance of the Ku Klux Klan,"Dixon, Thomas, Jr.",679,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
26241,"Antony Gray,—Gardener",LM (Leslie Moore),31881,en,NA,Public domain in the USA.,TRUE
26242,The Bill-Toppers,"Castaigne, J. André",31877,en,NA,Public domain in the USA.,TRUE
26243,"Discovery of Oxygen, Part 2","Scheele, Carl Wilhelm",31878,en,NA,Public domain in the USA.,TRUE
26244,"Cavanagh, Forest Ranger: A Romance of the Mountain West","Garland, Hamlin",1034,en,NA,Public domain in the USA.,TRUE
26254,The Heart of the Rose,"McKee, Mabel Anne",31879,en,NA,Public domain in the USA.,TRUE
26255,Sonny Boy,"Swett, Sophie Miriam",31880,en,NA,Public domain in the USA.,TRUE
26256,A Little Maid of Province Town,"Curtis, Alice Turner",1841,en,NA,Public domain in the USA.,TRUE
26257,The Boy Scouts on the Yukon,"Victor, Ralph",1804,en,NA,Public domain in the USA.,TRUE
26258,Elizabeth Hobart at Exeter Hall,"Baird, Jean K. (Jean Katherine)",31884,en,NA,Public domain in the USA.,TRUE
26259,Her mother's secret,"Southworth, Emma Dorothy Eliza Nevitte",1307,en,NA,Public domain in the USA.,TRUE
26275,"Homer's Odyssey
A Commentary","Snider, Denton Jaques",31891,en,NA,Public domain in the USA.,TRUE
26276,History of Company E of the Sixth Minnesota Regiment of Volunteer Infantry,NA,NA,en,US Civil War,Public domain in the USA.,TRUE
26277,Margarita's Soul: The Romantic Recollections of a Man of Fifty,"Bacon, Josephine Daskam",9246,en,NA,Public domain in the USA.,TRUE
26278,"The Christian Foundation, Or, Scientific and Religious Journal, Volume 1, January, 1880",Various,116,en,The Christian Foundation,Public domain in the USA.,TRUE
26279,On Singing and Music,Society of Friends,31896,en,Christianity,Public domain in the USA.,TRUE
26280,The Renewal of Life; How and When to Tell the Story to the Young,"Morley, Margaret Warner",8252,en,NA,Public domain in the USA.,TRUE
26281,Happy-Thought Hall,"Burnand, F. C. (Francis Cowley)",5304,en,NA,Public domain in the USA.,TRUE
26282,"The Witch of Salem; or, Credulity Run Mad","Musick, John R. (John Roy)",3504,en,NA,Public domain in the USA.,TRUE
26283,The Huntress,"Footner, Hulbert",6601,en,NA,Public domain in the USA.,TRUE
26292,The Star Hyacinths,"Schmitz, James H.",24957,en,Science Fiction,Public domain in the USA.,TRUE
26294,The Apologia and Florida of Apuleius of Madaura,Apuleius,685,en,NA,Public domain in the USA.,TRUE
26295,"The Printer Boy; Or, How Benjamin Franklin Made His Mark
An Example for Youth.","Thayer, William Makepeace",3095,en,NA,Public domain in the USA.,TRUE
26306,Simon,"Clouston, J. Storer (Joseph Storer)",1704,en,NA,Public domain in the USA.,TRUE
26307,"The Wizard's Daughter, and Other Stories","Graham, Margaret Collier",31903,en,NA,Public domain in the USA.,TRUE
26308,Hints on Extemporaneous Preaching,"Ware, Henry",31904,en,NA,Public domain in the USA.,TRUE
26309,The High Calling,"Sheldon, Charles M.",1495,en,NA,Public domain in the USA.,TRUE
26310,My New Home,"Molesworth, Mrs.",2147,en,NA,Public domain in the USA.,TRUE
26311,Choice Cookery,"Owen, Catherine",31905,en,Cookbooks and Cooking,Public domain in the USA.,TRUE
26312,The Lost Art of Reading,"Lee, Gerald Stanley",6257,en,NA,Public domain in the USA.,TRUE
26313,The Young Farmer: Some Things He Should Know,"Hunt, Thomas Forsyth",31906,en,NA,Public domain in the USA.,TRUE
26315,Shakespeare's Family,"Stopes, C. C. (Charlotte Carmichael)",31907,en,NA,Public domain in the USA.,TRUE
26316,Virginia,"Glasgow, Ellen Anderson Gholson",885,en,NA,Public domain in the USA.,TRUE
26317,"Buchanan's Journal of Man, May 1887
Volume 1, Number 4",NA,NA,en,Buchanan's Journal of Man,Public domain in the USA.,TRUE
26318,"The Horsewoman: A Practical Guide to Side-Saddle Riding, 2nd. Ed.","Hayes, Alice M.",31908,en,NA,Public domain in the USA.,TRUE
26319,"A Text-Book of the History of Architecture
Seventh Edition, revised","Hamlin, A. D. F. (Alfred Dwight Foster)",31910,en,NA,Public domain in the USA.,TRUE
26320,The Merry-Go-Round,"Van Vechten, Carl",31911,en,NA,Public domain in the USA.,TRUE
26321,"Life and Matter: A Criticism of Professor Haeckel's ""Riddle of the Universe""","Lodge, Oliver, Sir",31912,en,NA,Public domain in the USA.,TRUE
26322,Peterkin,"Molesworth, Mrs.",2147,en,NA,Public domain in the USA.,TRUE
26323,The Suffrage Cook Book,NA,NA,en,Suffrage/Cookbooks and Cooking,Public domain in the USA.,TRUE
26324,Ravensdene Court,"Fletcher, J. S. (Joseph Smith)",1761,en,NA,Public domain in the USA.,TRUE
26327,"Casa Braccio, Volumes 1 and 2","Crawford, F. Marion (Francis Marion)",1316,en,NA,Public domain in the USA.,TRUE
26328,"Intercession: A Sermon Preached by the Rev. B. N. Michelson, B.A.","Michelson, B. N.",31918,en,NA,Public domain in the USA.,TRUE
26329,"The Inquisition
A Critical and Historical Study of the Coercive Power of the Church","Vacandard, E. (Elphège)",31919,en,NA,Public domain in the USA.,TRUE
26330,"Frenzied Finance, Vol. 1: The Crime of Amalgamated","Lawson, Thomas William",4328,en,NA,Public domain in the USA.,TRUE
