gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
299,Tales from Two Hemispheres,"Boyesen, Hjalmar Hjorth",170,en,NA,Public domain in the USA.,TRUE
300,United States Declaration of Independence,"Jefferson, Thomas",1638,en,Politics,Public domain in the USA.,TRUE
301,The Ballad of Reading Gaol,"Wilde, Oscar",111,en,NA,Public domain in the USA.,TRUE
304,"Rio Grande's Last Race, and Other Verses","Paterson, A. B. (Andrew Barton)",118,en,Australia,Public domain in the USA.,TRUE
305,The Count's Millions,"Gaboriau, Emile",172,en,Detective Fiction,Public domain in the USA.,TRUE
306,The Early Short Fiction of Edith Wharton — Part 2,"Wharton, Edith",104,en,NA,Public domain in the USA.,TRUE
307,"Three Elephant Power, and Other Stories","Paterson, A. B. (Andrew Barton)",118,en,Australia,Public domain in the USA.,TRUE
308,Three Men in a Boat (To Say Nothing of the Dog),"Jerome, Jerome K. (Jerome Klapka)",173,en,Best Books Ever Listings/Humor,Public domain in the USA.,TRUE
309,Rhymes of a Rolling Stone,"Service, Robert W. (Robert William)",117,en,NA,Public domain in the USA.,TRUE
310,Before Adam,"London, Jack",120,en,NA,Public domain in the USA.,TRUE
311,Bunner Sisters,"Wharton, Edith",104,en,NA,Public domain in the USA.,TRUE
312,Young Adventure: A Book of Poems,"Benét, Stephen Vincent",174,en,NA,Public domain in the USA.,TRUE
313,Children of the Night,"Robinson, Edwin Arlington",175,en,NA,Public domain in the USA.,TRUE
314,"Guide to Life and Literature of the Southwest, with a Few Observations","Dobie, J. Frank (James Frank)",176,en,NA,Public domain in the USA.,TRUE
315,Rhymes of a Red Cross Man,"Service, Robert W. (Robert William)",117,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
316,The Golden Road,"Montgomery, L. M. (Lucy Maud)",36,en,Children's Literature/Canada,Public domain in the USA.,TRUE
317,"The Culprit Fay, and Other Poems","Drake, Joseph Rodman",177,en,NA,Public domain in the USA.,TRUE
318,John Barleycorn,"London, Jack",120,en,NA,Public domain in the USA.,TRUE
319,The Ways of Men,"Gregory, Eliot",178,en,NA,Public domain in the USA.,TRUE
321,Moran of the Lady Letty,"Norris, Frank",103,en,NA,Public domain in the USA.,TRUE
322,St. Ives: Being the Adventures of a French Prisoner in England,"Stevenson, Robert Louis",35,en,Historical Fiction,Public domain in the USA.,TRUE
323,Verses 1889-1896,"Kipling, Rudyard",132,en,NA,Public domain in the USA.,TRUE
324,A Knight of the Cumberland,"Fox, John, Jr.",179,en,NA,Public domain in the USA.,TRUE
325,Phantastes: A Faerie Romance for Men and Women,"MacDonald, George",127,en,NA,Public domain in the USA.,TRUE
326,Steep Trails,"Muir, John",180,en,NA,Public domain in the USA.,TRUE
327,The Princess Aline,"Davis, Richard Harding",181,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
328,A Heap o' Livin',"Guest, Edgar A. (Edgar Albert)",182,en,NA,Public domain in the USA.,TRUE
329,Island Nights' Entertainments,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
330,Where There's a Will,"Rinehart, Mary Roberts",183,en,NA,Public domain in the USA.,TRUE
331,The Mucker,"Burroughs, Edgar Rice",48,en,NA,Public domain in the USA.,TRUE
332,The Burial of the Guns,"Page, Thomas Nelson",184,en,US Civil War,Public domain in the USA.,TRUE
333,Robert Louis Stevenson,"Raleigh, Walter Alexander, Sir",185,en,NA,Public domain in the USA.,TRUE
334,Episodes in Van Bibber's Life,"Davis, Richard Harding",181,en,NA,Public domain in the USA.,TRUE
335,Frances Waldeaux: A Novel,"Davis, Rebecca Harding",186,en,NA,Public domain in the USA.,TRUE
336,Indian Heroes and Great Chieftains,"Eastman, Charles A.",187,en,Native America,Public domain in the USA.,TRUE
337,Indian Boyhood,"Eastman, Charles A.",187,en,Native America,Public domain in the USA.,TRUE
338,Old Indian Legends,Zitkala-Sa,188,en,Native America,Public domain in the USA.,TRUE
339,Old Indian Days,"Eastman, Charles A.",187,en,Native America,Public domain in the USA.,TRUE
340,The Soul of the Indian: An Interpretation,"Eastman, Charles A.",187,en,Native America,Public domain in the USA.,TRUE
341,Myths and Legends of the Sioux,"McLaughlin, Marie L.",189,en,Folklore/Native America,Public domain in the USA.,TRUE
342,Margaret Ogilvy,"Barrie, J. M. (James Matthew)",10,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
343,Fables,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
344,"The Merry Men, and Other Tales and Fables","Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
345,Dracula,"Stoker, Bram",190,en,Horror/Gothic Fiction/Mystery Fiction/Movie Books,Public domain in the USA.,TRUE
346,"The Troll Garden, and Selected Stories","Cather, Willa",22,en,NA,Public domain in the USA.,TRUE
347,The Saga of Grettir the Strong: Grettir's Saga,Unknown,49,en,NA,Public domain in the USA.,TRUE
348,"Hesiod, the Homeric Hymns, and Homerica",Hesiod,191,en,Classical Antiquity,Public domain in the USA.,TRUE
349,The Harvester,"Stratton-Porter, Gene",71,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
350,Fanny Herself,"Ferber, Edna",193,en,NA,Public domain in the USA.,TRUE
351,Of Human Bondage,"Maugham, W. Somerset (William Somerset)",126,en,NA,Public domain in the USA.,TRUE
352,Buttered Side Down: Stories,"Ferber, Edna",193,en,NA,Public domain in the USA.,TRUE
353,"In Flanders Fields, and Other Poems","McCrae, John",194,en,"World War I/Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
354,The Story of a Pioneer,NA,NA,en,NA,Public domain in the USA.,TRUE
355,The Parasite: A Story,"Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE
356,Beyond the City,"Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE
357,"A Dream of John Ball; and, A King's Lesson","Morris, William",107,en,NA,Public domain in the USA.,TRUE
358,The Scarlet Car,"Davis, Richard Harding",181,en,NA,Public domain in the USA.,TRUE
359,"Good Stories for Great Holidays
Arranged for Story-Telling and Reading Aloud and for the Children's Own Reading","Olcott, Frances Jenkins",198,en,NA,Public domain in the USA.,TRUE
360,What is Property? An Inquiry into the Principle of Right and of Government,"Proudhon, P.-J. (Pierre-Joseph)",199,en,Anarchism,Public domain in the USA.,TRUE
361,Miss Billy — Married,"Porter, Eleanor H. (Eleanor Hodgman)",200,en,NA,Public domain in the USA.,TRUE
362,Miss Billy's Decision,"Porter, Eleanor H. (Eleanor Hodgman)",200,en,NA,Public domain in the USA.,TRUE
363,The Oakdale Affair,"Burroughs, Edgar Rice",48,en,NA,Public domain in the USA.,TRUE
364,The Mad King,"Burroughs, Edgar Rice",48,en,NA,Public domain in the USA.,TRUE
365,The Land of Little Rain,"Austin, Mary",201,en,NA,Public domain in the USA.,TRUE
366,Bab: A Sub-Deb,"Rinehart, Mary Roberts",183,en,NA,Public domain in the USA.,TRUE
367,The Country of the Pointed Firs,"Jewett, Sarah Orne",202,en,NA,Public domain in the USA.,TRUE
368,Acres of Diamonds: Our Every-day Opportunities,"Conwell, Russell H.",203,en,NA,Public domain in the USA.,TRUE
369,The Outlaw of Torn,"Burroughs, Edgar Rice",48,en,Science Fiction,Public domain in the USA.,TRUE
370,The Fortunes and Misfortunes of the Famous Moll Flanders,"Defoe, Daniel",204,en,NA,Public domain in the USA.,TRUE
371,"Literary Blunders: A Chapter in the ""History of Human Error""","Wheatley, Henry B. (Henry Benjamin)",205,en,NA,Public domain in the USA.,TRUE
372,"Prince Otto, a Romance","Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
373,"Lay Morals, and Other Papers","Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
374,Fantastic Fables,"Bierce, Ambrose",206,en,NA,Public domain in the USA.,TRUE
375,An Occurrence at Owl Creek Bridge,"Bierce, Ambrose",206,en,Horror/US Civil War,Public domain in the USA.,TRUE
376,"A Journal of the Plague Year
Being Observations or Memorials of the Most Remarkable Occurrences, as Well Public as Private, Which Happened in London During the Last Great Visitation in 1665. Written by a Citizen Who Continued All the While in London","Defoe, Daniel",204,en,NA,Public domain in the USA.,TRUE
377,Kansas Women in Literature,"Barker, Nettie Garmer",207,en,NA,Public domain in the USA.,TRUE
379,Worldly Ways & Byways,"Gregory, Eliot",178,en,NA,Public domain in the USA.,TRUE
380,Weir of Hermiston: An Unfinished Romance,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
381,Memories and Portraits,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
382,Edinburgh: Picturesque Notes,"Stevenson, Robert Louis",35,en,United Kingdom,Public domain in the USA.,TRUE
383,"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy","Goldsmith, Oliver",211,en,Harvard Classics,Public domain in the USA.,TRUE
384,The Lost Prince,"Burnett, Frances Hodgson",73,en,Children's Literature,Public domain in the USA.,TRUE
385,"The Redheaded Outfield, and Other Baseball Stories","Grey, Zane",212,en,Western,Public domain in the USA.,TRUE
386,"Virginibus Puerisque, and Other Papers","Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
387,"Vailima Letters
Being Correspondence Addressed by Robert Louis Stevenson to Sidney Colvin, November 1890-October 1894","Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
388,The Crossing,"Churchill, Winston",213,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
389,The Great God Pan,"Machen, Arthur",214,en,Horror,Public domain in the USA.,TRUE
390,A Lute of Jade : Selections from the Classical Poets of China,"Cranmer-Byng, L. (Launcelot)",215,en,NA,Public domain in the USA.,TRUE
391,The Song of Roland,NA,NA,en,NA,Public domain in the USA.,TRUE
392,Jerusalem Delivered,"Tasso, Torquato",218,en,Opera/Banned Books from Anne Haight's list,Public domain in the USA.,TRUE
393,The Blue Lagoon: A Romance,"Stacpoole, H. De Vere (Henry De Vere)",219,en,NA,Public domain in the USA.,TRUE
394,Cranford,"Gaskell, Elizabeth Cleghorn",220,en,NA,Public domain in the USA.,TRUE
395,"The Holy War, Made by King Shaddai Upon Diabolus, for the Regaining of the Metropolis of the World; Or, The Losing and Taking Again of the Town of Mansoul","Bunyan, John",81,en,NA,Public domain in the USA.,TRUE
396,"The Lady, or the Tiger?","Stockton, Frank Richard",221,en,NA,Public domain in the USA.,TRUE
397,"L'Allegro, Il Penseroso, Comus, and Lycidas","Milton, John",17,en,NA,Public domain in the USA.,TRUE
398,The First Book of Adam and Eve,"Platt, Rutherford Hayes",222,en,Christianity,Public domain in the USA.,TRUE
399,Cast Upon the Breakers,"Alger, Horatio, Jr.",168,en,Children's Fiction,Public domain in the USA.,TRUE
400,"Helen of Troy, and Other Poems","Teasdale, Sara",223,en,NA,Public domain in the USA.,TRUE
401,Blix,"Norris, Frank",103,en,NA,Public domain in the USA.,TRUE
402,Penrod,"Tarkington, Booth",169,en,"Best Books Ever Listings/Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
403,Soldiers of Fortune,"Davis, Richard Harding",181,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
404,Industrial Biography: Iron Workers and Tool Makers,"Smiles, Samuel",224,en,NA,Public domain in the USA.,TRUE
405,Adventures and Letters of Richard Harding Davis,"Davis, Richard Harding",181,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
406,Appreciations of Richard Harding Davis,Various,116,en,NA,Public domain in the USA.,TRUE
407,The Reporter Who Made Himself King,"Davis, Richard Harding",181,en,NA,Public domain in the USA.,TRUE
408,The Souls of Black Folk,"Du Bois, W. E. B. (William Edward Burghardt)",226,en,African American Writers,Public domain in the USA.,TRUE
409,"Poems on various subjects, religious and moral","Wheatley, Phillis",227,en,African American Writers,Public domain in the USA.,TRUE
410,Hell Fer Sartain and Other Stories,"Fox, John, Jr.",179,en,NA,Public domain in the USA.,TRUE
411,The King's Jackal,"Davis, Richard Harding",181,en,NA,Public domain in the USA.,TRUE
412,John Jacob Astor,"Hubbard, Elbert",228,en,Biographies,Public domain in the USA.,TRUE
413,Ballads,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
414,The Pageant of Summer,"Jefferies, Richard",229,en,NA,Public domain in the USA.,TRUE
415,"The Bible in Spain
Or, the Journeys, Adventures, and Imprisonments of an Englishman, in an Attempt to Circulate the Scriptures in the Peninsula","Borrow, George",4383,en,NA,Public domain in the USA.,TRUE
416,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life","Anderson, Sherwood",231,en,NA,Public domain in the USA.,TRUE
418,A Treatise on Good Works,"Luther, Martin",155,en,Christianity,Public domain in the USA.,TRUE
419,The Magic of Oz,"Baum, L. Frank (Lyman Frank)",42,en,Children's Literature/Fantasy,Public domain in the USA.,TRUE
420,Dorothy and the Wizard in Oz,"Baum, L. Frank (Lyman Frank)",42,en,Children's Literature/Fantasy,Public domain in the USA.,TRUE
421,Kidnapped,"Stevenson, Robert Louis",35,en,Children's Literature/Adventure/Historical Fiction/Best Books Ever Listings/Movie Books,Public domain in the USA.,TRUE
422,The Romany Rye,"Borrow, George",4383,en,NA,Public domain in the USA.,TRUE
423,Round the Red Lamp: Being Facts and Fancies of Medical Life,"Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE
424,"General William Booth Enters into Heaven, and Other Poems","Lindsay, Vachel",234,en,NA,Public domain in the USA.,TRUE
425,Familiar Studies of Men and Books,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
426,Tales and Fantasies,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
427,The Great War Syndicate,"Stockton, Frank Richard",221,en,NA,Public domain in the USA.,TRUE
428,Frivolous Cupid,"Hope, Anthony",63,en,NA,Public domain in the USA.,TRUE
429,"The Magic Egg, and Other Stories","Stockton, Frank Richard",221,en,NA,Public domain in the USA.,TRUE
430,The Grain of Dust: A Novel,"Phillips, David Graham",235,en,NA,Public domain in the USA.,TRUE
431,The Fortune Hunter,"Phillips, David Graham",235,en,NA,Public domain in the USA.,TRUE
432,The Ambassadors,"James, Henry",113,en,NA,Public domain in the USA.,TRUE
433,The Conflict,"Phillips, David Graham",235,en,NA,Public domain in the USA.,TRUE
434,The Circular Staircase,"Rinehart, Mary Roberts",183,en,Detective Fiction,Public domain in the USA.,TRUE
435,"Miracle Mongers and Their Methods
A Complete Exposé of the Modus Operandi of Fire Eaters, Heat Resisters, Poison Eaters, Venomous Reptile Defiers, Sword Swallowers, Human Ostriches, Strong Men, Etc.","Houdini, Harry",236,en,NA,Public domain in the USA.,TRUE
436,"The Master Key
An Electrical Fairy Tale Founded Upon the Mysteries of Electricity","Baum, L. Frank (Lyman Frank)",42,en,Children's Literature/Fantasy,Public domain in the USA.,TRUE
438,Underwoods,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE
439,The Vital Message,"Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE
440,Just David,"Porter, Eleanor H. (Eleanor Hodgman)",200,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
441,"New Poems, and Variant Readings","Stevenson, Robert Louis",35,en,Bibliomania,Public domain in the USA.,TRUE
442,Love Songs,"Teasdale, Sara",223,en,NA,Public domain in the USA.,TRUE
443,The Love Affairs of a Bibliomaniac,"Field, Eugene",238,en,Bibliomania,Public domain in the USA.,TRUE
444,"System of Economical Contradictions; Or, The Philosophy of Misery","Proudhon, P.-J. (Pierre-Joseph)",199,en,Anarchism,Public domain in the USA.,TRUE
445,The Crowd: A Study of the Popular Mind,"Le Bon, Gustave",239,en,NA,Public domain in the USA.,TRUE
446,A Book of Remarkable Criminals,"Irving, H. B. (Henry Brodribb)",240,en,Crime Nonfiction,Public domain in the USA.,TRUE
447,Maggie: A Girl of the Streets,"Crane, Stephen",55,en,NA,Public domain in the USA.,TRUE
448,The Psychology of Revolution,"Le Bon, Gustave",239,en,Psychology,Public domain in the USA.,TRUE
449,"Pathology of Lying, Accusation, and Swindling: A Study in Forensic Psychology",NA,NA,en,Psychology,Public domain in the USA.,TRUE
450,Susan Lenox: Her Fall and Rise,"Phillips, David Graham",235,en,Banned Books from Anne Haight's list,Public domain in the USA.,TRUE
451,The Shadow Line: A Confession,"Conrad, Joseph",125,en,NA,Public domain in the USA.,TRUE
452,"Lavengro: The Scholar, the Gypsy, the Priest","Borrow, George",4383,en,NA,Public domain in the USA.,TRUE
453,Emma McChesney and Co.,"Ferber, Edna",193,en,NA,Public domain in the USA.,TRUE
454,The Breitmann Ballads,"Leland, Charles Godfrey",243,en,NA,Public domain in the USA.,TRUE
455,The University of Hard Knocks,"Parlette, Ralph Albert",244,en,NA,Public domain in the USA.,TRUE
456,"The Door in the Wall, and Other Stories","Wells, H. G. (Herbert George)",30,en,Science Fiction,Public domain in the USA.,TRUE
457,The Price She Paid,"Phillips, David Graham",235,en,NA,Public domain in the USA.,TRUE
458,Dreams and Dust,"Marquis, Don",245,en,NA,Public domain in the USA.,TRUE
459,The White People,"Burnett, Frances Hodgson",73,en,NA,Public domain in the USA.,TRUE
460,The Dawn of a To-morrow,"Burnett, Frances Hodgson",73,en,Children's Literature,Public domain in the USA.,TRUE
461,The Quest of the Golden Girl: A Romance,"Le Gallienne, Richard",246,en,NA,Public domain in the USA.,TRUE
